14 26 7 0.000000
14 26 8 0.000000
14 26 9 0.000000
14 26 10 0.000000
14 26 11 0.000000
14 26 12 0.000000
14 26 13 0.000000
14 26 14 0.000000
14 26 15 0.000000
14 26 16 0.000000
14 26 17 0.000000
14 26 18 0.000000
14 26 19 0.000000
14 26 20 0.000000
14 26 21 0.000000
14 26 22 0.000000
14 26 23 0.000000
14 26 24 0.000000
14 26 25 0.000000
14 26 26 0.000000
14 26 27 0.000000
14 26 28 0.000000
14 26 29 0.000000
14 26 30 0.000000
14 26 31 0.000000
14 27 0 0.000000
14 27 1 0.000000
14 27 2 0.000000
14 27 3 0.000000
14 27 4 0.000000
14 27 5 0.000000
14 27 6 0.000000
14 27 7 0.000000
14 27 8 0.000000
14 27 9 0.000000
14 27 10 0.000000
14 27 11 0.000000
14 27 12 0.000000
14 27 13 0.000000
14 27 14 0.000000
14 27 15 0.000000
14 27 16 0.000000
14 27 17 0.000000
14 27 18 0.000000
14 27 19 0.000000
14 27 20 0.000000
14 27 21 0.000000
14 27 22 0.000000
14 27 23 0.000000
14 27 24 0.000000
14 27 25 0.000000
14 27 26 0.000000
14 27 27 0.000000
14 27 28 0.000000
14 27 29 0.000000
14 27 30 0.000000
14 27 31 0.000000
14 28 0 0.000000
14 28 1 0.000000
14 28 2 0.000000
14 28 3 0.000000
14 28 4 0.000000
14 28 5 0.000000
14 28 6 0.000000
14 28 7 0.000000
14 28 8 0.000000
14 28 9 0.000000
14 28 10 0.000000
14 28 11 0.000000
14 28 12 0.000000
14 28 13 0.000000
14 28 14 0.000000
14 28 15 0.000000
14 28 16 0.000000
14 28 17 0.000000
14 28 18 0.000000
14 28 19 0.000000
14 28 20 0.000000
14 28 21 0.000000
14 28 22 0.000000
14 28 23 0.000000
14 28 24 0.000000
14 28 25 0.000000
14 28 26 0.000000
14 28 27 0.000000
14 28 28 0.000000
14 28 29 0.000000
14 28 30 0.000000
14 28 31 0.000000
14 29 0 0.000000
14 29 1 0.000000
14 29 2 0.000000
14 29 3 0.000000
14 29 4 0.000000
14 29 5 0.000000
14 29 6 0.000000
14 29 7 0.000000
14 29 8 0.000000
14 29 9 0.000000
14 29 10 0.000000
14 29 11 0.000000
14 29 12 0.000000
14 29 13 0.000000
14 29 14 0.000000
14 29 15 0.000000
14 29 16 0.000000
14 29 17 0.000000
14 29 18 0.000000
14 29 19 0.000000
14 29 20 0.000000
14 29 21 0.000000
14 29 22 0.000000
14 29 23 0.000000
14 29 24 0.000000
14 29 25 0.000000
14 29 26 0.000000
14 29 27 0.000000
14 29 28 0.000000
14 29 29 0.000000
14 29 30 0.000000
14 29 31 0.000000
14 30 0 0.000000
14 30 1 0.000000
14 30 2 0.000000
14 30 3 0.000000
14 30 4 0.000000
14 30 5 0.000000
14 30 6 0.000000
14 30 7 0.000000
14 30 8 0.000000
14 30 9 0.000000
14 30 10 0.000000
14 30 11 0.000000
14 30 12 0.000000
14 30 13 0.000000
14 30 14 0.000000
14 30 15 0.000000
14 30 16 0.000000
14 30 17 0.000000
14 30 18 0.000000
14 30 19 0.000000
14 30 20 0.000000
14 30 21 0.000000
14 30 22 0.000000
14 30 23 0.000000
14 30 24 0.000000
14 30 25 0.000000
14 30 26 0.000000
14 30 27 0.000000
14 30 28 0.000000
14 30 29 0.000000
14 30 30 0.000000
14 30 31 0.000000
14 31 0 0.000000
14 31 1 0.000000
14 31 2 0.000000
14 31 3 0.000000
14 31 4 0.000000
14 31 5 0.000000
14 31 6 0.000000
14 31 7 0.000000
14 31 8 0.000000
14 31 9 0.000000
14 31 10 0.000000
14 31 11 0.000000
14 31 12 0.000000
14 31 13 0.000000
14 31 14 0.000000
14 31 15 0.000000
14 31 16 0.000000
14 31 17 0.000000
14 31 18 0.000000
14 31 19 0.000000
14 31 20 0.000000
14 31 21 0.000000
14 31 22 0.000000
14 31 23 0.000000
14 31 24 0.000000
14 31 25 0.000000
14 31 26 0.000000
14 31 27 0.000000
14 31 28 0.000000
14 31 29 0.000000
14 31 30 0.000000
14 31 31 0.000000
15 0 0 0.000000
15 0 1 0.000000
15 0 2 0.000000
15 0 3 0.000000
15 0 4 0.000000
15 0 5 0.000000
15 0 6 0.000000
15 0 7 0.000000
15 0 8 0.000000
15 0 9 0.000000
15 0 10 0.000000
15 0 11 0.000000
15 0 12 0.000000
15 0 13 0.000000
15 0 14 0.000000
15 0 15 0.000000
15 0 16 0.000000
15 0 17 0.000000
15 0 18 0.000000
15 0 19 0.000000
15 0 20 0.000000
15 0 21 0.000000
15 0 22 0.000000
15 0 23 0.000000
15 0 24 0.000000
15 0 25 0.000000
15 0 26 0.000000
15 0 27 0.000000
15 0 28 0.000000
15 0 29 0.000000
15 0 30 0.000000
15 0 31 0.000000
15 1 0 0.000000
15 1 1 0.000000
15 1 2 0.000000
15 1 3 0.000000
15 1 4 0.000000
15 1 5 0.000000
15 1 6 0.000000
15 1 7 0.000000
15 1 8 0.000000
15 1 9 0.000000
15 1 10 0.000000
15 1 11 0.000000
15 1 12 0.000000
15 1 13 0.000000
15 1 14 0.000000
15 1 15 0.000000
15 1 16 0.000000
15 1 17 0.000000
15 1 18 0.000000
15 1 19 0.000000
15 1 20 0.000000
15 1 21 0.000000
15 1 22 0.000000
15 1 23 0.000000
15 1 24 0.000000
15 1 25 0.000000
15 1 26 0.000000
15 1 27 0.000000
15 1 28 0.000000
15 1 29 0.000000
15 1 30 0.000000
15 1 31 0.000000
15 2 0 0.000000
15 2 1 0.000000
15 2 2 0.000000
15 2 3 0.000000
15 2 4 0.000000
15 2 5 0.000000
15 2 6 0.000000
15 2 7 0.000000
15 2 8 0.000000
15 2 9 0.000000
15 2 10 0.000000
15 2 11 0.000000
15 2 12 0.000000
15 2 13 0.000000
15 2 14 0.000000
15 2 15 0.000000
15 2 16 0.000000
15 2 17 0.000000
15 2 18 0.000000
15 2 19 0.000000
15 2 20 0.000000
15 2 21 0.000000
15 2 22 0.000000
15 2 23 0.000000
15 2 24 0.000000
15 2 25 0.000000
15 2 26 0.000000
15 2 27 0.000000
15 2 28 0.000000
15 2 29 0.000000
15 2 30 0.000000
15 2 31 0.000000
15 3 0 0.000000
15 3 1 0.000000
15 3 2 0.000000
15 3 3 0.000000
15 3 4 0.000000
15 3 5 0.000000
15 3 6 0.000000
15 3 7 0.000000
15 3 8 0.000000
15 3 9 0.000000
15 3 10 0.000000
15 3 11 0.000000
15 3 12 0.000000
15 3 13 0.000000
15 3 14 0.000000
15 3 15 0.000000
15 3 16 0.000000
15 3 17 0.000000
15 3 18 0.000000
15 3 19 0.000000
15 3 20 0.000000
15 3 21 0.000000
15 3 22 0.000000
15 3 23 0.000000
15 3 24 0.000000
15 3 25 0.000000
15 3 26 0.000000
15 3 27 0.000000
15 3 28 0.000000
15 3 29 0.000000
15 3 30 0.000000
15 3 31 0.000000
15 4 0 0.000000
15 4 1 0.000000
15 4 2 0.000000
15 4 3 0.000000
15 4 4 0.000000
15 4 5 0.000000
15 4 6 0.000000
15 4 7 0.000000
15 4 8 0.000000
15 4 9 0.000000
15 4 10 0.000000
15 4 11 0.000000
15 4 12 0.000000
15 4 13 0.000000
15 4 14 0.000000
15 4 15 0.000000
15 4 16 0.000000
15 4 17 0.000000
15 4 18 0.000000
15 4 19 0.000000
15 4 20 0.000000
15 4 21 0.000000
15 4 22 0.000000
15 4 23 0.000000
15 4 24 0.000000
15 4 25 0.000000
15 4 26 0.000000
15 4 27 0.000000
15 4 28 0.000000
15 4 29 0.000000
15 4 30 0.000000
15 4 31 0.000000
15 5 0 0.000000
15 5 1 0.000000
15 5 2 0.000000
15 5 3 0.000000
15 5 4 0.000000
15 5 5 0.000000
15 5 6 0.000000
15 5 7 0.000000
15 5 8 0.000000
15 5 9 0.000000
15 5 10 0.000000
15 5 11 0.000000
15 5 12 0.000000
15 5 13 0.000000
15 5 14 0.000000
15 5 15 0.000000
15 5 16 0.000000
15 5 17 0.000000
15 5 18 0.000000
15 5 19 0.000000
15 5 20 0.000000
15 5 21 0.000000
15 5 22 0.000000
15 5 23 0.000000
15 5 24 0.000000
15 5 25 0.000000
15 5 26 0.000000
15 5 27 0.000000
15 5 28 0.000000
15 5 29 0.000000
15 5 30 0.000000
15 5 31 0.000000
15 6 0 0.000000
15 6 1 0.000000
15 6 2 0.000000
15 6 3 0.000000
15 6 4 0.000000
15 6 5 0.000000
15 6 6 0.000000
15 6 7 0.000000
15 6 8 0.000000
15 6 9 0.000000
15 6 10 0.000000
15 6 11 0.000000
15 6 12 0.000000
15 6 13 0.000000
15 6 14 0.000000
15 6 15 0.000000
15 6 16 0.000000
15 6 17 0.000000
15 6 18 0.000000
15 6 19 0.000000
15 6 20 0.000000
15 6 21 0.000000
15 6 22 0.000000
15 6 23 0.000000
15 6 24 0.000000
15 6 25 0.000000
15 6 26 0.000000
15 6 27 0.000000
15 6 28 0.000000
15 6 29 0.000000
15 6 30 0.000000
15 6 31 0.000000
15 7 0 0.000000
15 7 1 0.000000
15 7 2 0.000000
15 7 3 0.000000
15 7 4 0.000000
15 7 5 0.000000
15 7 6 0.000000
15 7 7 0.000000
15 7 8 0.000000
15 7 9 0.000000
15 7 10 0.000000
15 7 11 0.000000
15 7 12 0.000000
15 7 13 0.000000
15 7 14 0.000000
15 7 15 0.000000
15 7 16 0.000000
15 7 17 0.000000
15 7 18 0.000000
15 7 19 0.000000
15 7 20 0.000000
15 7 21 0.000000
15 7 22 0.000000
15 7 23 0.000000
15 7 24 0.000000
15 7 25 0.000000
15 7 26 0.000000
15 7 27 0.000000
15 7 28 0.000000
15 7 29 0.000000
15 7 30 0.000000
15 7 31 0.000000
15 8 0 0.000000
15 8 1 0.000000
15 8 2 0.000000
15 8 3 0.000000
15 8 4 0.000000
15 8 5 0.000000
15 8 6 0.000000
15 8 7 0.000000
15 8 8 0.000000
15 8 9 0.000000
15 8 10 0.000000
15 8 11 0.000000
15 8 12 0.000000
15 8 13 0.000000
15 8 14 0.000000
15 8 15 0.000000
15 8 16 0.000000
15 8 17 0.000000
15 8 18 0.000000
15 8 19 0.000000
15 8 20 0.000000
15 8 21 0.000000
15 8 22 0.000000
15 8 23 0.000000
15 8 24 0.000000
15 8 25 0.000000
15 8 26 0.000000
15 8 27 0.000000
15 8 28 0.000000
15 8 29 0.000000
15 8 30 0.000000
15 8 31 0.000000
15 9 0 0.000000
15 9 1 0.000000
15 9 2 0.000000
15 9 3 0.000000
15 9 4 0.000000
15 9 5 0.000000
15 9 6 0.000000
15 9 7 0.000000
15 9 8 0.000000
15 9 9 0.000000
15 9 10 0.000000
15 9 11 0.000000
15 9 12 0.000000
15 9 13 0.000000
15 9 14 0.000000
15 9 15 0.000000
15 9 16 0.000000
15 9 17 0.000000
15 9 18 0.000000
15 9 19 0.000000
15 9 20 0.000000
15 9 21 0.000000
15 9 22 0.000000
15 9 23 0.000000
15 9 24 0.000000
15 9 25 0.000000
15 9 26 0.000000
15 9 27 0.000000
15 9 28 0.000000
15 9 29 0.000000
15 9 30 0.000000
15 9 31 0.000000
15 10 0 0.000000
15 10 1 0.000000
15 10 2 0.000000
15 10 3 0.000000
15 10 4 0.000000
15 10 5 0.000000
15 10 6 0.000000
15 10 7 0.000000
15 10 8 0.000000
15 10 9 0.000000
15 10 10 0.000000
15 10 11 0.000000
15 10 12 0.000000
15 10 13 0.000000
15 10 14 0.000000
15 10 15 0.000000
15 10 16 0.000000
15 10 17 0.000000
15 10 18 0.000000
15 10 19 0.000000
15 10 20 0.000000
15 10 21 0.000000
15 10 22 0.000000
15 10 23 0.000000
15 10 24 0.000000
15 10 25 0.000000
15 10 26 0.000000
15 10 27 0.000000
15 10 28 0.000000
15 10 29 0.000000
15 10 30 0.000000
15 10 31 0.000000
15 11 0 0.000000
15 11 1 0.000000
15 11 2 0.000000
15 11 3 0.000000
15 11 4 0.000000
15 11 5 0.000000
15 11 6 0.000000
15 11 7 0.000000
15 11 8 0.000000
15 11 9 0.000000
15 11 10 0.000000
15 11 11 0.000000
15 11 12 0.000000
15 11 13 0.000000
15 11 14 0.000000
15 11 15 0.000000
15 11 16 0.000000
15 11 17 0.000000
15 11 18 0.000000
15 11 19 0.000000
15 11 20 0.000000
15 11 21 0.000000
15 11 22 0.000000
15 11 23 0.000000
15 11 24 0.000000
15 11 25 0.000000
15 11 26 0.000000
15 11 27 0.000000
15 11 28 0.000000
15 11 29 0.000000
15 11 30 0.000000
15 11 31 0.000000
15 12 0 0.000000
15 12 1 0.000000
15 12 2 0.000000
15 12 3 0.000000
15 12 4 0.000000
15 12 5 0.000000
15 12 6 0.000000
15 12 7 0.000000
15 12 8 0.000000
15 12 9 0.000000
15 12 10 0.000000
15 12 11 0.000000
15 12 12 0.000000
15 12 13 0.000000
15 12 14 0.000000
15 12 15 0.000000
15 12 16 0.000000
15 12 17 0.000000
15 12 18 0.000000
15 12 19 0.000000
15 12 20 0.000000
15 12 21 0.000000
15 12 22 0.000000
15 12 23 0.000000
15 12 24 0.000000
15 12 25 0.000000
15 12 26 0.000000
15 12 27 0.000000
15 12 28 0.000000
15 12 29 0.000000
15 12 30 0.000000
15 12 31 0.000000
15 13 0 0.000000
15 13 1 0.000000
15 13 2 0.000000
15 13 3 0.000000
15 13 4 0.000000
15 13 5 0.000000
15 13 6 0.000000
15 13 7 0.000000
15 13 8 0.000000
15 13 9 0.000000
15 13 10 0.000000
15 13 11 0.000000
15 13 12 0.000000
15 13 13 0.000000
15 13 14 0.000000
15 13 15 0.000000
15 13 16 0.000000
15 13 17 0.000000
15 13 18 0.000000
15 13 19 0.000000
15 13 20 0.000000
15 13 21 0.000000
15 13 22 0.000000
15 13 23 0.000000
15 13 24 0.000000
15 13 25 0.000000
15 13 26 0.000000
15 13 27 0.000000
15 13 28 0.000000
15 13 29 0.000000
15 13 30 0.000000
15 13 31 0.000000
15 14 0 0.000000
15 14 1 0.000000
15 14 2 0.000000
15 14 3 0.000000
15 14 4 0.000000
15 14 5 0.000000
15 14 6 0.000000
15 14 7 0.000000
15 14 8 0.000000
15 14 9 0.000000
15 14 10 0.000000
15 14 11 0.000000
15 14 12 0.000000
15 14 13 0.000000
15 14 14 0.000000
15 14 15 0.000000
15 14 16 0.000000
15 14 17 0.000000
15 14 18 0.000000
15 14 19 0.000000
15 14 20 0.000000
15 14 21 0.000000
15 14 22 0.000000
15 14 23 0.000000
15 14 24 0.000000
15 14 25 0.000000
15 14 26 0.000000
15 14 27 0.000000
15 14 28 0.000000
15 14 29 0.000000
15 14 30 0.000000
15 14 31 0.000000
15 15 0 0.000000
15 15 1 0.000000
15 15 2 0.000000
15 15 3 0.000000
15 15 4 0.000000
15 15 5 0.000000
15 15 6 0.000000
15 15 7 0.000000
15 15 8 0.000000
15 15 9 0.000000
15 15 10 0.000000
15 15 11 0.000000
15 15 12 0.000000
15 15 13 0.000000
15 15 14 0.000000
15 15 15 0.000000
15 15 16 0.000000
15 15 17 0.000000
15 15 18 0.000000
15 15 19 0.000000
15 15 20 0.000000
15 15 21 0.000000
15 15 22 0.000000
15 15 23 0.000000
15 15 24 0.000000
15 15 25 0.000000
15 15 26 0.000000
15 15 27 0.000000
15 15 28 0.000000
15 15 29 0.000000
15 15 30 0.000000
15 15 31 0.000000
15 16 0 0.000000
15 16 1 0.000000
15 16 2 0.000000
15 16 3 0.000000
15 16 4 0.000000
15 16 5 0.000000
15 16 6 0.000000
15 16 7 0.000000
15 16 8 0.000000
15 16 9 0.000000
15 16 10 0.000000
15 16 11 0.000000
15 16 12 0.000000
15 16 13 0.000000
15 16 14 0.000000
15 16 15 0.000000
15 16 16 0.000000
15 16 17 0.000000
15 16 18 0.000000
15 16 19 0.000000
15 16 20 0.000000
15 16 21 0.000000
15 16 22 0.000000
15 16 23 0.000000
15 16 24 0.000000
15 16 25 0.000000
15 16 26 0.000000
15 16 27 0.000000
15 16 28 0.000000
15 16 29 0.000000
15 16 30 0.000000
15 16 31 0.000000
15 17 0 0.000000
15 17 1 0.000000
15 17 2 0.000000
15 17 3 0.000000
15 17 4 0.000000
15 17 5 0.000000
15 17 6 0.000000
15 17 7 0.000000
15 17 8 0.000000
15 17 9 0.000000
15 17 10 0.000000
15 17 11 0.000000
15 17 12 0.000000
15 17 13 0.000000
15 17 14 0.000000
15 17 15 0.000000
15 17 16 0.000000
15 17 17 0.000000
15 17 18 0.000000
15 17 19 0.000000
15 17 20 0.000000
15 17 21 0.000000
15 17 22 0.000000
15 17 23 0.000000
15 17 24 0.000000
15 17 25 0.000000
15 17 26 0.000000
15 17 27 0.000000
15 17 28 0.000000
15 17 29 0.000000
15 17 30 0.000000
15 17 31 0.000000
15 18 0 0.000000
15 18 1 0.000000
15 18 2 0.000000
15 18 3 0.000000
15 18 4 0.000000
15 18 5 0.000000
15 18 6 0.000000
15 18 7 0.000000
15 18 8 0.000000
15 18 9 0.000000
15 18 10 0.000000
15 18 11 0.000000
15 18 12 0.000000
15 18 13 0.000000
15 18 14 0.000000
15 18 15 0.000000
15 18 16 0.000000
15 18 17 0.000000
15 18 18 0.000000
15 18 19 0.000000
15 18 20 0.000000
15 18 21 0.000000
15 18 22 0.000000
15 18 23 0.000000
15 18 24 0.000000
15 18 25 0.000000
15 18 26 0.000000
15 18 27 0.000000
15 18 28 0.000000
15 18 29 0.000000
15 18 30 0.000000
15 18 31 0.000000
15 19 0 0.000000
15 19 1 0.000000
15 19 2 0.000000
15 19 3 0.000000
15 19 4 0.000000
15 19 5 0.000000
15 19 6 0.000000
15 19 7 0.000000
15 19 8 0.000000
15 19 9 0.000000
15 19 10 0.000000
15 19 11 0.000000
15 19 12 0.000000
15 19 13 0.000000
15 19 14 0.000000
15 19 15 0.000000
15 19 16 0.000000
15 19 17 0.000000
15 19 18 0.000000
15 19 19 0.000000
15 19 20 0.000000
15 19 21 0.000000
15 19 22 0.000000
15 19 23 0.000000
15 19 24 0.000000
15 19 25 0.000000
15 19 26 0.000000
15 19 27 0.000000
15 19 28 0.000000
15 19 29 0.000000
15 19 30 0.000000
15 19 31 0.000000
15 20 0 0.000000
15 20 1 0.000000
15 20 2 0.000000
15 20 3 0.000000
15 20 4 0.000000
15 20 5 0.000000
15 20 6 0.000000
15 20 7 0.000000
15 20 8 0.000000
15 20 9 0.000000
15 20 10 0.000000
15 20 11 0.000000
15 20 12 0.000000
15 20 13 0.000000
15 20 14 0.000000
15 20 15 0.000000
15 20 16 0.000000
15 20 17 0.000000
15 20 18 0.000000
15 20 19 0.000000
15 20 20 0.000000
15 20 21 0.000000
15 20 22 0.000000
15 20 23 0.000000
15 20 24 0.000000
15 20 25 0.000000
15 20 26 0.000000
15 20 27 0.000000
15 20 28 0.000000
15 20 29 0.000000
15 20 30 0.000000
15 20 31 0.000000
15 21 0 0.000000
15 21 1 0.000000
15 21 2 0.000000
15 21 3 0.000000
15 21 4 0.000000
15 21 5 0.000000
15 21 6 0.000000
15 21 7 0.000000
15 21 8 0.000000
15 21 9 0.000000
15 21 10 0.000000
15 21 11 0.000000
15 21 12 0.000000
15 21 13 0.000000
15 21 14 0.000000
15 21 15 0.000000
15 21 16 0.000000
15 21 17 0.000000
15 21 18 0.000000
15 21 19 0.000000
15 21 20 0.000000
15 21 21 0.000000
15 21 22 0.000000
15 21 23 0.000000
15 21 24 0.000000
15 21 25 0.000000
15 21 26 0.000000
15 21 27 0.000000
15 21 28 0.000000
15 21 29 0.000000
15 21 30 0.000000
15 21 31 0.000000
15 22 0 0.000000
15 22 1 0.000000
15 22 2 0.000000
15 22 3 0.000000
15 22 4 0.000000
15 22 5 0.000000
15 22 6 0.000000
15 22 7 0.000000
15 22 8 0.000000
15 22 9 0.000000
15 22 10 0.000000
15 22 11 0.000000
15 22 12 0.000000
15 22 13 0.000000
15 22 14 0.000000
15 22 15 0.000000
15 22 16 0.000000
15 22 17 0.000000
15 22 18 0.000000
15 22 19 0.000000
15 22 20 0.000000
15 22 21 0.000000
15 22 22 0.000000
15 22 23 0.000000
15 22 24 0.000000
15 22 25 0.000000
15 22 26 0.000000
15 22 27 0.000000
15 22 28 0.000000
15 22 29 0.000000
15 22 30 0.000000
15 22 31 0.000000
15 23 0 0.000000
15 23 1 0.000000
15 23 2 0.000000
15 23 3 0.000000
15 23 4 0.000000
15 23 5 0.000000
15 23 6 0.000000
15 23 7 0.000000
15 23 8 0.000000
15 23 9 0.000000
15 23 10 0.000000
15 23 11 0.000000
15 23 12 0.000000
15 23 13 0.000000
15 23 14 0.000000
15 23 15 0.000000
15 23 16 0.000000
15 23 17 0.000000
15 23 18 0.000000
15 23 19 0.000000
15 23 20 0.000000
15 23 21 0.000000
15 23 22 0.000000
15 23 23 0.000000
15 23 24 0.000000
15 23 25 0.000000
15 23 26 0.000000
15 23 27 0.000000
15 23 28 0.000000
15 23 29 0.000000
15 23 30 0.000000
15 23 31 0.000000
15 24 0 0.000000
15 24 1 0.000000
15 24 2 0.000000
15 24 3 0.000000
15 24 4 0.000000
15 24 5 0.000000
15 24 6 0.000000
15 24 7 0.000000
15 24 8 0.000000
15 24 9 0.000000
15 24 10 0.000000
15 24 11 0.000000
15 24 12 0.000000
15 24 13 0.000000
15 24 14 0.000000
15 24 15 0.000000
15 24 16 0.000000
15 24 17 0.000000
15 24 18 0.000000
15 24 19 0.000000
15 24 20 0.000000
15 24 21 0.000000
15 24 22 0.000000
15 24 23 0.000000
15 24 24 0.000000
15 24 25 0.000000
15 24 26 0.000000
15 24 27 0.000000
15 24 28 0.000000
15 24 29 0.000000
15 24 30 0.000000
15 24 31 0.000000
15 25 0 0.000000
15 25 1 0.000000
15 25 2 0.000000
15 25 3 0.000000
15 25 4 0.000000
15 25 5 0.000000
15 25 6 0.000000
15 25 7 0.000000
15 25 8 0.000000
15 25 9 0.000000
15 25 10 0.000000
15 25 11 0.000000
15 25 12 0.000000
15 25 13 0.000000
15 25 14 0.000000
15 25 15 0.000000
15 25 16 0.000000
15 25 17 0.000000
15 25 18 0.000000
15 25 19 0.000000
15 25 20 0.000000
15 25 21 0.000000
15 25 22 0.000000
15 25 23 0.000000
15 25 24 0.000000
15 25 25 0.000000
15 25 26 0.000000
15 25 27 0.000000
15 25 28 0.000000
15 25 29 0.000000
15 25 30 0.000000
15 25 31 0.000000
15 26 0 0.000000
15 26 1 0.000000
15 26 2 0.000000
15 26 3 0.000000
15 26 4 0.000000
15 26 5 0.000000
15 26 6 0.000000
15 26 7 0.000000
15 26 8 0.000000
15 26 9 0.000000
15 26 10 0.000000
15 26 11 0.000000
15 26 12 0.000000
15 26 13 0.000000
15 26 14 0.000000
15 26 15 0.000000
15 26 16 0.000000
15 26 17 0.000000
15 26 18 0.000000
15 26 19 0.000000
15 26 20 0.000000
15 26 21 0.000000
15 26 22 0.000000
15 26 23 0.000000
15 26 24 0.000000
15 26 25 0.000000
15 26 26 0.000000
15 26 27 0.000000
15 26 28 0.000000
15 26 29 0.000000
15 26 30 0.000000
15 26 31 0.000000
15 27 0 0.000000
15 27 1 0.000000
15 27 2 0.000000
15 27 3 0.000000
15 27 4 0.000000
15 27 5 0.000000
15 27 6 0.000000
15 27 7 0.000000
15 27 8 0.000000
15 27 9 0.000000
15 27 10 0.000000
15 27 11 0.000000
15 27 12 0.000000
15 27 13 0.000000
15 27 14 0.000000
15 27 15 0.000000
15 27 16 0.000000
15 27 17 0.000000
15 27 18 0.000000
15 27 19 0.000000
15 27 20 0.000000
15 27 21 0.000000
15 27 22 0.000000
15 27 23 0.000000
15 27 24 0.000000
15 27 25 0.000000
15 27 26 0.000000
15 27 27 0.000000
15 27 28 0.000000
15 27 29 0.000000
15 27 30 0.000000
15 27 31 0.000000
15 28 0 0.000000
15 28 1 0.000000
15 28 2 0.000000
15 28 3 0.000000
15 28 4 0.000000
15 28 5 0.000000
15 28 6 0.000000
15 28 7 0.000000
15 28 8 0.000000
15 28 9 0.000000
15 28 10 0.000000
15 28 11 0.000000
15 28 12 0.000000
15 28 13 0.000000
15 28 14 0.000000
15 28 15 0.000000
15 28 16 0.000000
15 28 17 0.000000
15 28 18 0.000000
15 28 19 0.000000
15 28 20 0.000000
15 28 21 0.000000
15 28 22 0.000000
15 28 23 0.000000
15 28 24 0.000000
15 28 25 0.000000
15 28 26 0.000000
15 28 27 0.000000
15 28 28 0.000000
15 28 29 0.000000
15 28 30 0.000000
15 28 31 0.000000
15 29 0 0.000000
15 29 1 0.000000
15 29 2 0.000000
15 29 3 0.000000
15 29 4 0.000000
15 29 5 0.000000
15 29 6 0.000000
15 29 7 0.000000
15 29 8 0.000000
15 29 9 0.000000
15 29 10 0.000000
15 29 11 0.000000
15 29 12 0.000000
15 29 13 0.000000
15 29 14 0.000000
15 29 15 0.000000
15 29 16 0.000000
15 29 17 0.000000
15 29 18 0.000000
15 29 19 0.000000
15 29 20 0.000000
15 29 21 0.000000
15 29 22 0.000000
15 29 23 0.000000
15 29 24 0.000000
15 29 25 0.000000
15 29 26 0.000000
15 29 27 0.000000
15 29 28 0.000000
15 29 29 0.000000
15 29 30 0.000000
15 29 31 0.000000
15 30 0 0.000000
15 30 1 0.000000
15 30 2 0.000000
15 30 3 0.000000
15 30 4 0.000000
15 30 5 0.000000
15 30 6 0.000000
15 30 7 0.000000
15 30 8 0.000000
15 30 9 0.000000
15 30 10 0.000000
15 30 11 0.000000
15 30 12 0.000000
15 30 13 0.000000
15 30 14 0.000000
15 30 15 0.000000
15 30 16 0.000000
15 30 17 0.000000
15 30 18 0.000000
15 30 19 0.000000
15 30 20 0.000000
15 30 21 0.000000
15 30 22 0.000000
15 30 23 0.000000
15 30 24 0.000000
15 30 25 0.000000
15 30 26 0.000000
15 30 27 0.000000
15 30 28 0.000000
15 30 29 0.000000
15 30 30 0.000000
15 30 31 0.000000
15 31 0 0.000000
15 31 1 0.000000
15 31 2 0.000000
15 31 3 0.000000
15 31 4 0.000000
15 31 5 0.000000
15 31 6 0.000000
15 31 7 0.000000
15 31 8 0.000000
15 31 9 0.000000
15 31 10 0.000000
15 31 11 0.000000
15 31 12 0.000000
15 31 13 0.000000
15 31 14 0.000000
15 31 15 0.000000
15 31 16 0.000000
15 31 17 0.000000
15 31 18 0.000000
15 31 19 0.000000
15 31 20 0.000000
15 31 21 0.000000
15 31 22 0.000000
15 31 23 0.000000
15 31 24 0.000000
15 31 25 0.000000
15 31 26 0.000000
15 31 27 0.000000
15 31 28 0.000000
15 31 29 0.000000
15 31 30 0.000000
15 31 31 0.000000
16 0 0 0.000000
16 0 1 0.000000
16 0 2 0.000000
16 0 3 0.000000
16 0 4 0.000000
16 0 5 0.000000
16 0 6 0.000000
16 0 7 0.000000
16 0 8 0.000000
16 0 9 0.000000
16 0 10 0.000000
16 0 11 0.000000
16 0 12 0.000000
16 0 13 0.000000
16 0 14 0.000000
16 0 15 0.000000
16 0 16 61.055645
16 0 17 82.520908
16 0 18 82.708705
16 0 19 91.239402
16 0 20 89.739131
16 0 21 95.280202
16 0 22 99.184370
16 0 23 101.201128
16 0 24 103.198569
16 0 25 106.677324
16 0 26 106.363680
16 0 27 106.716133
16 0 28 111.734891
16 0 29 104.237270
16 0 30 105.344864
16 0 31 106.413367
16 1 0 0.000000
16 1 1 0.000000
16 1 2 0.000000
16 1 3 0.000000
16 1 4 0.000000
16 1 5 0.000000
16 1 6 0.000000
16 1 7 0.000000
16 1 8 0.000000
16 1 9 0.000000
16 1 10 0.000000
16 1 11 0.000000
16 1 12 0.000000
16 1 13 0.000000
16 1 14 0.000000
16 1 15 0.000000
16 1 16 27.209211
16 1 17 56.067089
16 1 18 58.096347
16 1 19 64.004152
16 1 20 64.858935
16 1 21 68.372128
16 1 22 73.410813
16 1 23 73.741986
16 1 24 74.795547
16 1 25 78.262583
16 1 26 78.006775
16 1 27 77.724645
16 1 28 90.838917
16 1 29 79.963049
16 1 30 80.485877
